Date,Open,High,Low,Close,Adj Close,Volume
1993-07-09,44.843750,44.968750,44.750000,44.968750,27.235321,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,27.216400,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,27.197470,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,27.292105,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,27.178558,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,27.102844,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,27.083910,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,27.159624,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,27.140688,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,26.951450,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,27.083910,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,27.235321,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,27.216400,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,27.159624,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,27.311049,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,27.159624,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,27.235321,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,27.254253,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,27.254253,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,27.197470,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,27.235321,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,27.386745,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,27.367802,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,27.367802,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,27.292105,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,27.329950,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,27.481369,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,27.576014,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,27.727409,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,27.727409,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,27.746349,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,27.689550,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,27.992378,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,28.011311,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,28.030224,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,28.011311,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,28.124884,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,28.200592,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,28.162729,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,28.068100,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,28.087009,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,27.897758,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,27.803139,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,27.859911,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,28.105949,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,28.124884,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,28.011311,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,28.087009,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,27.973475,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,27.919220,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,27.690691,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,27.595467,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,27.824009,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,27.976372,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,27.900190,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,28.204903,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,28.147768,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,28.052542,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,27.995390,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,28.128716,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,28.166813,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,28.128716,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,28.109667,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,28.033489,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,28.071579,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,28.128716,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,28.166813,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,28.166813,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,28.528648,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,28.681004,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,28.604834,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,28.395338,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,28.433422,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,28.395338,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,28.262026,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,28.338192,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,28.319157,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,28.338192,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,28.547701,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,28.547701,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,28.623861,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,28.604834,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,28.242989,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,27.938265,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,28.071579,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,28.109667,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,28.128716,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,28.338192,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,28.262026,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,28.395338,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,28.376299,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,28.509607,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,28.357244,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,28.281067,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,28.223936,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,28.052542,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,28.204903,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,28.319157,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,28.338192,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,28.223936,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,28.242989,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,28.281067,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,28.357244,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,28.471500,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,28.566734,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,28.547701,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,28.547701,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,28.452469,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,28.395338,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,28.566734,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,28.357244,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,28.319157,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,28.414354,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,28.570549,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,28.608883,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,28.513027,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,28.704771,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,28.685579,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,28.838985,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,28.896519,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,28.858160,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,28.743099,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,28.589708,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,28.513027,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,28.628061,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,28.685579,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,28.685579,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,28.858160,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,29.203321,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,29.145796,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,29.049919,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,28.973202,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,29.088272,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,29.088272,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,29.126585,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,29.049919,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,29.126585,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,29.069094,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,28.954042,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,28.954042,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,29.030733,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,29.299191,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,29.375881,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,29.586815,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,29.433405,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,29.625149,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,29.490934,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,28.819815,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,28.954042,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,28.973202,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,29.088272,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,28.838985,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,28.934862,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,28.973202,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,29.126585,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,29.107433,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,28.934862,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,28.762299,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,29.049919,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,28.973202,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,28.589708,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,28.723936,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,28.723936,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,28.608883,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,28.647230,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,28.570549,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,28.647230,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,28.800625,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,28.685579,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,28.819815,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,28.589708,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,28.743099,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,28.781473,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,28.762299,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,28.992378,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,28.992378,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,28.986059,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,28.908911,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,28.986059,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,28.966780,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,28.619629,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,28.349644,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,28.388208,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,27.828934,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,27.443220,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,27.520372,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,27.096088,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,27.655357,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,27.655357,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,27.790356,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,27.578234,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,27.693937,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,27.655357,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,27.510723,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,27.520372,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,27.520372,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,27.337147,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,27.375734,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,27.346804,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,27.713223,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,27.684288,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,27.973581,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,27.944651,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,27.742149,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,27.828934,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,28.002497,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,27.973581,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,27.925362,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,27.886799,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,27.616806,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,27.375734,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,27.587868,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,27.337147,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,27.472164,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,27.472164,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,27.481785,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,27.886799,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,28.089298,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,28.224293,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,28.118214,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,28.070004,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,28.185707,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,28.262840,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,28.282150,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,28.311081,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,28.272490,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,28.397863,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,28.368929,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,28.532858,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,28.523203,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,28.484642,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,28.253216,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,28.407507,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,28.455723,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,28.494284,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,28.716059,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,28.600357,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,28.658209,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,28.498253,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,28.255585,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,28.012924,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,28.119699,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,27.954681,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,27.372290,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.847918,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,27.712029,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,27.799395,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,27.624657,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,27.682888,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,27.828495,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,27.789680,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,27.906151,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,27.896441,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,27.799395,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,27.838194,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,27.886745,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,28.187632,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,28.197365,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,28.245882,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,28.187632,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,28.061453,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,28.119699,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,28.168224,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,28.207052,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,28.177919,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,28.177919,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,28.236172,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,28.517664,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,28.653543,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,28.692385,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,28.702076,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,28.537071,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,28.440008,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,28.507946,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,28.556488,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,28.663252,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,28.556488,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,28.779736,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,28.770033,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,28.973858,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.954462,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,28.857382,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,28.837967,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,28.808842,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,28.973858,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,29.284475,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,29.206821,147400
